row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
23241,endodeoxyribonuclease,0.12089046835899353,23242,completed,,unknown,,[],,,0,2026-04-17T03:49:06.398Z,2026-04-17T03:49:06.398Z
23242,hypothetical protein Rv3190c,0.1208888441324234,23243,completed,,unknown,,[],,,0,2026-04-17T03:49:06.802Z,2026-04-17T03:49:06.802Z
23243,"MULTISPECIES: primary-amine oxidase, partial",0.12088856846094131,23244,completed,,unknown,,[],,,0,2026-04-17T03:49:07.201Z,2026-04-17T03:49:07.201Z
23244,hypothetical protein PA2902,0.12088732421398163,23245,completed,,unknown,,[],,,0,2026-04-17T03:49:10.440Z,2026-04-17T03:49:10.440Z
23245,MULTISPECIES: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,0.12088245898485184,23246,completed,,unknown,,[],,,0,2026-04-17T03:49:10.824Z,2026-04-17T03:49:10.824Z
23246,lipid II flippase Amj,0.12088148295879364,23247,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:49:11.197Z,2026-04-17T03:49:11.197Z
23247,hypothetical protein Rv2975c,0.12087845802307129,23248,completed,,unknown,,[],,,0,2026-04-17T03:49:12.181Z,2026-04-17T03:49:12.181Z
23248,"assimilatory sulfite reductase (NADPH) flavoprotein subunit, partial",0.12087693810462952,23249,completed,,unknown,,[],,,0,2026-04-17T03:49:12.575Z,2026-04-17T03:49:12.575Z
23249,bifunctional RecB family nuclease/DEAD/DEAH box helicase,0.12087316811084747,23250,completed,,unknown,,[],,,0,2026-04-17T03:49:12.967Z,2026-04-17T03:49:12.967Z
23250,MULTISPECIES: ketoacyl-synthetase C-terminal extension domain-containing protein,0.12087269127368927,23251,completed,,unknown,,[],,,0,2026-04-17T03:49:13.449Z,2026-04-17T03:49:13.449Z
23251,putative P-loop ATPase; phage SPbeta,0.12087157368659973,23252,completed,,unknown,,[],,,0,2026-04-17T03:49:13.837Z,2026-04-17T03:49:13.837Z
23252,"ATP synthase subunit C, partial",0.12087126821279526,23253,completed,,unknown,,[],,,0,2026-04-17T03:49:14.228Z,2026-04-17T03:49:14.228Z
23253,hypothetical protein PA1753,0.12087094038724899,23254,completed,,unknown,,[],,,0,2026-04-17T03:49:14.649Z,2026-04-17T03:49:14.649Z
23254,"bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",0.12086623907089233,23255,completed,,unknown,,[],,,0,2026-04-17T03:49:15.066Z,2026-04-17T03:49:15.066Z
23255,MULTISPECIES: phosphate acetyltransferase,0.12086594849824905,23256,completed,,unknown,,[],,,0,2026-04-17T03:49:15.451Z,2026-04-17T03:49:15.451Z
23256,MULTISPECIES: multidrug efflux MATE transporter EmmdR,0.12086353451013565,23257,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:49:15.893Z,2026-04-17T03:49:15.893Z
23257,GAF and ANTAR domain-containing protein,0.12086118757724762,23258,completed,,unknown,,[],,,0,2026-04-17T03:49:16.286Z,2026-04-17T03:49:16.286Z
23258,succinate dehydrogenase hydrophobic membrane anchor subunit,0.12085644900798798,23259,completed,,unknown,,[],,,0,2026-04-17T03:49:16.725Z,2026-04-17T03:49:16.725Z
23259,outer membrane biogenesis proteinTic22,0.12085478007793427,23260,completed,,unknown,,[],,,0,2026-04-17T03:49:19.543Z,2026-04-17T03:49:19.543Z
23260,hypothetical protein PA0907,0.12085442245006561,23261,completed,,unknown,,[],,,0,2026-04-17T03:49:19.882Z,2026-04-17T03:49:19.882Z
23261,hypothetical protein Rv2478c,0.12085414677858353,23262,completed,,unknown,,[],,,0,2026-04-17T03:49:20.334Z,2026-04-17T03:49:20.334Z
23262,hypothetical protein SF3065,0.12085284292697906,23263,completed,,unknown,,[],,,0,2026-04-17T03:49:20.722Z,2026-04-17T03:49:20.722Z
23263,hypothetical protein Rv2337c,0.12085281312465668,23264,completed,,unknown,,[],,,0,2026-04-17T03:49:21.095Z,2026-04-17T03:49:21.095Z
23264,MULTISPECIES: lipopolysaccharide assembly protein LapB,0.12085030972957611,23265,completed,,unknown,,[],,,0,2026-04-17T03:49:21.476Z,2026-04-17T03:49:21.476Z
23265,DNA-entry nuclease inhibitor,0.12084933370351791,23266,completed,,unknown,,[],,,0,2026-04-17T03:49:21.926Z,2026-04-17T03:49:21.926Z
23266,"ammonium transporter, partial",0.1208435595035553,23267,completed,,non_amr_transport,,[],,,0,2026-04-17T03:49:22.312Z,2026-04-17T03:49:22.312Z
23267,spore germination transcription factor GerE,0.12084352970123291,23268,completed,,unknown,,[],,,0,2026-04-17T03:49:22.721Z,2026-04-17T03:49:22.721Z
23268,AraC family transcriptional regulator,0.12083706259727478,23269,completed,,unknown,,[],,,0,2026-04-17T03:49:23.129Z,2026-04-17T03:49:23.129Z
23269,hypothetical protein lmo0367,0.12083669751882553,23270,completed,,unknown,,[],,,0,2026-04-17T03:49:23.595Z,2026-04-17T03:49:23.595Z
23270,hypothetical protein lmo13a,0.12083564698696136,23271,completed,,unknown,,[],,,0,2026-04-17T03:49:24.003Z,2026-04-17T03:49:24.003Z
23271,vWA-MoxR associated conflict system protein,0.12083233892917633,23272,completed,,unknown,,[],,,0,2026-04-17T03:49:24.443Z,2026-04-17T03:49:24.444Z
23272,hypothetical protein Rv1251c,0.1208294928073883,23273,completed,,unknown,,[],,,0,2026-04-17T03:49:24.854Z,2026-04-17T03:49:24.854Z
23273,iron-sulfur cluster-binding oxidoreductase,0.12082768976688385,23274,completed,,unknown,,[],,,0,2026-04-17T03:49:25.373Z,2026-04-17T03:49:25.373Z
23274,3-oxoacyl-ACP synthase I,0.1208268404006958,23275,completed,,unknown,,[],,,0,2026-04-17T03:49:28.699Z,2026-04-17T03:49:28.699Z
23275,MULTISPECIES: bifunctional helix-turn-helix transcriptional regulator/GNAT family N-acetyltransferase,0.12082543969154358,23276,completed,,unknown,,[],,,0,2026-04-17T03:49:29.067Z,2026-04-17T03:49:29.067Z
23276,polyamine aminopropyltransferase,0.12082329392433167,23277,completed,,unknown,,[],,,0,2026-04-17T03:49:29.482Z,2026-04-17T03:49:29.482Z
23277,putative receptor,0.12082318961620331,23278,completed,,unknown,,[],,,0,2026-04-17T03:49:29.923Z,2026-04-17T03:49:29.923Z
23278,MULTISPECIES: riboflavin synthase subunit alpha,0.12082274258136749,23279,completed,,unknown,,[],,,0,2026-04-17T03:49:30.318Z,2026-04-17T03:49:30.318Z
23279,hypothetical protein PA3833,0.12081901729106903,23280,completed,,unknown,,[],,,0,2026-04-17T03:49:30.712Z,2026-04-17T03:49:30.712Z
23280,MULTISPECIES: polyamine aminopropyltransferase,0.12081678211688995,23281,completed,,unknown,,[],,,0,2026-04-17T03:49:31.096Z,2026-04-17T03:49:31.096Z
23281,MULTISPECIES: asparagine synthetase B family protein,0.12081457674503326,23282,completed,,unknown,,[],,,0,2026-04-17T03:49:31.505Z,2026-04-17T03:49:31.505Z
23282,MULTISPECIES: amino acid--,0.12081287801265717,23283,completed,,unknown,,[],,,0,2026-04-17T03:49:31.882Z,2026-04-17T03:49:31.882Z
23283,"bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.12081266939640045,23284,completed,,unknown,,[],,,0,2026-04-17T03:49:32.298Z,2026-04-17T03:49:32.298Z
23284,hypothetical protein PA4326,0.12081225216388702,23285,completed,,unknown,,[],,,0,2026-04-17T03:49:32.687Z,2026-04-17T03:49:32.687Z
23285,phosphonate ABC transporter ATPase,0.12080857157707214,23286,completed,,non_amr_transport,,[],,,0,2026-04-17T03:49:33.139Z,2026-04-17T03:49:33.139Z
23286,ribonucleoside-diphosphate reductase 2 subunit alpha,0.12080758810043335,23287,completed,,unknown,,[],,,0,2026-04-17T03:49:33.549Z,2026-04-17T03:49:33.549Z
23287,phage tail tip fiber protein,0.12080442905426025,23288,completed,,unknown,,[],,,0,2026-04-17T03:49:33.980Z,2026-04-17T03:49:33.980Z
23288,MULTISPECIES: peptidoglycan-N-acetylmuramic acid deacetylase PdaC,0.12080399692058563,23289,completed,,unknown,,[],,,0,2026-04-17T03:49:34.384Z,2026-04-17T03:49:34.384Z
23289,hypothetical protein SF1222,0.1207975372672081,23290,completed,,unknown,,[],,,0,2026-04-17T03:49:37.597Z,2026-04-17T03:49:37.597Z
23290,MULTISPECIES: iron-sulfur cluster carrier protein MrpORP,0.12079699337482452,23291,completed,,unknown,,[],,,0,2026-04-17T03:49:37.944Z,2026-04-17T03:49:37.944Z
23291,hypothetical protein SF4113,0.12079671025276184,23292,completed,,unknown,,[],,,0,2026-04-17T03:49:38.364Z,2026-04-17T03:49:38.364Z
23292,MULTISPECIES: intein-containing recombinase RecA,0.12079545855522156,23293,completed,,unknown,,[],,,0,2026-04-17T03:49:38.792Z,2026-04-17T03:49:38.792Z
23293,hypothetical protein Rv0340,0.12079329788684845,23294,completed,,unknown,,[],,,0,2026-04-17T03:49:39.186Z,2026-04-17T03:49:39.186Z
23294,hypothetical protein Rv0791c,0.12079285085201263,23295,completed,,unknown,,[],,,0,2026-04-17T03:49:39.623Z,2026-04-17T03:49:39.623Z
23295,hypothetical protein Rv0493c,0.12079176306724548,23296,completed,,unknown,,[],,,0,2026-04-17T03:49:40.014Z,2026-04-17T03:49:40.014Z
23296,exopolysaccharide biosynthesis glycosyltransferase VpsK,0.12078709900379181,23297,completed,,unknown,,[],,,0,2026-04-17T03:49:40.449Z,2026-04-17T03:49:40.449Z
23297,tRNA-queuosine alpha-mannosyltransferase domain-containing protein,0.12078691273927689,23298,completed,,unknown,,[],,,0,2026-04-17T03:49:40.840Z,2026-04-17T03:49:40.840Z
23298,"LasR-specific antiactivator QslA, partial",0.12078677117824554,23299,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:49:41.270Z,2026-04-17T03:49:41.270Z
23299,MULTISPECIES: S-4TM family putative pore-forming effector,0.1207830011844635,23300,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:49:41.655Z,2026-04-17T03:49:41.655Z
23300,MULTISPECIES: bifunctional monoglucosyl/glucuronosyl diacylglycerol synthase,0.12077910453081131,23301,completed,,unknown,,[],,,0,2026-04-17T03:49:42.068Z,2026-04-17T03:49:42.068Z
23301,hypothetical protein Rv0108c,0.12077470123767853,23302,completed,,unknown,,[],,,0,2026-04-17T03:49:42.537Z,2026-04-17T03:49:42.537Z
23302,hypothetical protein CBU_0395,0.12077336013317108,23303,completed,,unknown,,[],,,0,2026-04-17T03:49:42.910Z,2026-04-17T03:49:42.910Z
23303,"bifunctional pyridoxamine 5'-phosphate oxidase family protein/GNAT family N-acetyltransferase, partial",0.12076875567436218,23304,completed,,unknown,,[],,,0,2026-04-17T03:49:43.331Z,2026-04-17T03:49:43.331Z
23304,fatty acid/phospholipid synthesis protein plsX,0.12076818943023682,23305,completed,,unknown,,[],,,0,2026-04-17T03:49:47.238Z,2026-04-17T03:49:47.238Z
23305,hypothetical protein CT_081,0.12076704949140549,23306,completed,,unknown,,[],,,0,2026-04-17T03:49:47.588Z,2026-04-17T03:49:47.588Z
23306,bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase,0.12076681852340698,23307,completed,,unknown,,[],,,0,2026-04-17T03:49:47.994Z,2026-04-17T03:49:47.994Z
23307,tRNA CCA-pyrophosphorylase,0.12076680362224579,23308,completed,,unknown,,[],,,0,2026-04-17T03:49:48.419Z,2026-04-17T03:49:48.419Z
23308,hypothetical protein SF0129,0.12075896561145782,23309,completed,,unknown,,[],,,0,2026-04-17T03:49:48.833Z,2026-04-17T03:49:48.833Z
23309,"acetyl-CoA decarbonylase/synthase complex subunit delta, partial",0.12075383216142654,23310,completed,,unknown,,[],,,0,2026-04-17T03:49:49.204Z,2026-04-17T03:49:49.204Z
23310,aspartate aminotransferase family protein,0.12075056880712509,23311,completed,,unknown,,[],,,0,2026-04-17T03:49:49.611Z,2026-04-17T03:49:49.611Z
23311,hypothetical protein CBU_0510,0.1207503005862236,23312,completed,,unknown,,[],,,0,2026-04-17T03:49:50.001Z,2026-04-17T03:49:50.001Z
23312,hypothetical protein PA0689,0.12074629962444305,23313,completed,,unknown,,[],,,0,2026-04-17T03:49:50.415Z,2026-04-17T03:49:50.415Z
23313,ribonuclease H-like domain-containing protein,0.12074343115091324,23314,completed,,unknown,,[],,,0,2026-04-17T03:49:50.792Z,2026-04-17T03:49:50.792Z
23314,hypothetical protein lmo2669,0.1207403764128685,23315,completed,,unknown,,[],,,0,2026-04-17T03:49:51.192Z,2026-04-17T03:49:51.192Z
23315,MULTISPECIES: multidrug efflux transporter outer membrane subunit MdtP,0.12073955684900284,23316,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:49:51.554Z,2026-04-17T03:49:51.554Z
23316,acyl-CoA reductase,0.12073635309934616,23317,completed,,unknown,,[],,,0,2026-04-17T03:49:51.951Z,2026-04-17T03:49:51.951Z
23317,bifunctional cytochrome P450/NADPH--P450 reductase CypB,0.12073483318090439,23318,completed,,unknown,,[],,,0,2026-04-17T03:49:52.316Z,2026-04-17T03:49:52.316Z
23318,hypothetical protein Rv1179c,0.12073327600955963,23319,completed,,unknown,,[],,,0,2026-04-17T03:49:52.704Z,2026-04-17T03:49:52.704Z
23319,MULTISPECIES: flagellar assembly lipoprotein FlgP,0.12073321640491486,23320,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:49:55.750Z,2026-04-17T03:49:55.750Z
23320,polysaccharide biosynthesis type 4 glycosyltransferase UppD,0.1207323670387268,23321,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:49:56.181Z,2026-04-17T03:49:56.181Z
23321,hypothetical protein SF3104,0.120730459690094,23322,completed,,unknown,,[],,,0,2026-04-17T03:49:56.563Z,2026-04-17T03:49:56.563Z
23322,"carbamoyl-phosphate synthase L chain, ATP-binding domain protein",0.12072973698377609,23323,completed,,unknown,,[],,,0,2026-04-17T03:49:57.030Z,2026-04-17T03:49:57.030Z
23323,"amino acid ABC transporter substrate-binding protein, partial",0.12072815001010895,23324,completed,,non_amr_transport,,[],,,0,2026-04-17T03:49:57.428Z,2026-04-17T03:49:57.428Z
23324,adenine-specific methyltransferase ccrM,0.12072625011205673,23325,completed,,unknown,,[],,,0,2026-04-17T03:49:57.857Z,2026-04-17T03:49:57.857Z
23325,Dihydropteroate synthase (plasmid),0.12072330713272095,23326,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:49:58.246Z,2026-04-17T03:49:58.246Z
23326,outer membrane beta-barrel protein NspA,0.12072233855724335,23327,completed,,unknown,,[],,,0,2026-04-17T03:49:58.649Z,2026-04-17T03:49:58.649Z
23327,hypothetical protein PA1925,0.12071999162435532,23328,completed,,unknown,,[],,,0,2026-04-17T03:49:59.047Z,2026-04-17T03:49:59.047Z
23328,hypothetical protein Rv0349,0.12071981281042099,23329,completed,,unknown,,[],,,0,2026-04-17T03:49:59.458Z,2026-04-17T03:49:59.458Z
23329,hypothetical protein PA2170,0.12071677297353745,23330,completed,,unknown,,[],,,0,2026-04-17T03:49:59.829Z,2026-04-17T03:49:59.829Z
23330,branched-chain amino acid exporter BrnE,0.1207152009010315,23331,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:00.248Z,2026-04-17T03:50:00.248Z
23331,hypothetical protein PA3969a,0.12071475386619568,23332,completed,,unknown,,[],,,0,2026-04-17T03:50:00.655Z,2026-04-17T03:50:00.655Z
23332,MULTISPECIES: thioesterase,0.1207146868109703,23333,completed,,unknown,,[],,,0,2026-04-17T03:50:01.065Z,2026-04-17T03:50:01.065Z
23333,hypothetical protein CBU_0777c,0.12071334570646286,23334,completed,,unknown,,[],,,0,2026-04-17T03:50:01.425Z,2026-04-17T03:50:01.425Z
23334,type II secretion system protein Z,0.12071262300014496,23335,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:05.402Z,2026-04-17T03:50:05.402Z
23335,flagellar basal-body protein,0.1207093894481659,23336,completed,,unknown,,[],,,0,2026-04-17T03:50:05.759Z,2026-04-17T03:50:05.759Z
23336,MULTISPECIES: staphylopine uptake ABC transporter ATP-binding protein CntF,0.12070699036121368,23337,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:06.171Z,2026-04-17T03:50:06.171Z
23337,MULTISPECIES: phosphate-starvation-inducible protein PsiE,0.12070563435554504,23338,completed,,unknown,,[],,,0,2026-04-17T03:50:06.595Z,2026-04-17T03:50:06.595Z
23338,hypothetical protein SF0994,0.12070462852716446,23339,completed,,unknown,,[],,,0,2026-04-17T03:50:07.034Z,2026-04-17T03:50:07.034Z
23339,spore coat protein CotS,0.12070415914058685,23340,completed,,unknown,,[],,,0,2026-04-17T03:50:07.414Z,2026-04-17T03:50:07.414Z
23340,"type III-B CRISPR module-associated protein Cmr3, partial",0.12070406973361969,23341,completed,,unknown,,[],,,0,2026-04-17T03:50:07.842Z,2026-04-17T03:50:07.842Z
23341,two-component system sensor histidine kinase LiaS,0.12070056051015854,23342,completed,,ambiguous,,[],,,0,2026-04-17T03:50:08.228Z,2026-04-17T03:50:08.228Z
23342,maltose ABC transporter permease MalG,0.12069834768772125,23343,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:08.614Z,2026-04-17T03:50:08.614Z
23343,hypothetical protein lmo0149,0.12069804966449738,23344,completed,,unknown,,[],,,0,2026-04-17T03:50:09.050Z,2026-04-17T03:50:09.050Z
23344,hypothetical protein SF1748,0.1206972748041153,23345,completed,,unknown,,[],,,0,2026-04-17T03:50:09.442Z,2026-04-17T03:50:09.442Z
23345,phage terminase large subunit TerL,0.12069541215896606,23346,completed,,unknown,,[],,,0,2026-04-17T03:50:09.852Z,2026-04-17T03:50:09.852Z
23346,MULTISPECIES: 5-methylcytosine-specific restriction endonuclease subunit McrB,0.12069215625524521,23347,completed,,unknown,,[],,,0,2026-04-17T03:50:10.301Z,2026-04-17T03:50:10.301Z
23347,FMN-binding negative transcriptional regulator,0.12068408727645874,23348,completed,,unknown,,[],,,0,2026-04-17T03:50:10.688Z,2026-04-17T03:50:10.688Z
23348,type III secretion system effector VopQ,0.12068335711956024,23349,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:11.113Z,2026-04-17T03:50:11.113Z
23349,tobramycin N-acetyltransferase AAC(6')-III,0.12068313360214233,23350,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:50:14.217Z,2026-04-17T03:50:14.217Z
23350,glucans biosynthesis glucosyltransferase MdoH,0.12068304419517517,23351,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T03:50:14.560Z,2026-04-17T03:50:14.560Z
23351,putative branched-chain amino acid permease,0.12068240344524384,23352,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:14.970Z,2026-04-17T03:50:14.970Z
23352,MULTISPECIES: O1 family O-antigen polymerase,0.12068133056163788,23353,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:15.388Z,2026-04-17T03:50:15.388Z
23353,hypothetical protein PA5481,0.12067962437868118,23354,completed,,unknown,,[],,,0,2026-04-17T03:50:15.805Z,2026-04-17T03:50:15.805Z
23354,integration host factor beta subunit,0.12067904323339462,23355,completed,,unknown,,[],,,0,2026-04-17T03:50:16.230Z,2026-04-17T03:50:16.230Z
23355,spore protein (HGT island),0.12067696452140808,23356,completed,,unknown,,[],,,0,2026-04-17T03:50:16.693Z,2026-04-17T03:50:16.693Z
23356,hypothetical protein CBU_0196,0.12067678570747375,23357,completed,,unknown,,[],,,0,2026-04-17T03:50:17.597Z,2026-04-17T03:50:17.597Z
23357,phosphate transporter subunit,0.12067486345767975,23358,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:17.997Z,2026-04-17T03:50:17.997Z
23358,MULTISPECIES: replication initiator protein RctB domain-containing protein,0.12067407369613647,23359,completed,,unknown,,[],,,0,2026-04-17T03:50:18.435Z,2026-04-17T03:50:18.435Z
23359,"chlorinating enzyme, partial",0.12067302316427231,23360,completed,,unknown,,[],,,0,2026-04-17T03:50:18.890Z,2026-04-17T03:50:18.890Z
23360,hypothetical protein lmo0675,0.12067136913537979,23361,completed,,unknown,,[],,,0,2026-04-17T03:50:19.378Z,2026-04-17T03:50:19.378Z
23361,hypothetical protein SF1807,0.12066863477230072,23362,completed,,unknown,,[],,,0,2026-04-17T03:50:19.764Z,2026-04-17T03:50:19.764Z
23362,hypothetical protein CT_017,0.12066701054573059,23363,completed,,unknown,,[],,,0,2026-04-17T03:50:20.173Z,2026-04-17T03:50:20.173Z
23363,hypothetical protein CCNA_03576,0.12066631019115448,23364,completed,,unknown,,[],,,0,2026-04-17T03:50:20.595Z,2026-04-17T03:50:20.595Z
23364,phosphate ABC transporter periplasmic binding protein,0.12066500633955002,23365,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:23.793Z,2026-04-17T03:50:23.793Z
23365,"MULTISPECIES: amidase, partial",0.12066461890935898,23366,completed,,unknown,,[],,,0,2026-04-17T03:50:24.195Z,2026-04-17T03:50:24.195Z
23366,MULTISPECIES: CRISPR-associated endodeoxyribonuclease NucC,0.12066293507814407,23367,completed,,unknown,,[],,,0,2026-04-17T03:50:24.609Z,2026-04-17T03:50:24.609Z
23367,hypothetical protein PA4308,0.1206623911857605,23368,completed,,unknown,,[],,,0,2026-04-17T03:50:25.005Z,2026-04-17T03:50:25.005Z
23368,hypothetical protein Rv1950c,0.1206616759300232,23369,completed,,unknown,,[],,,0,2026-04-17T03:50:25.412Z,2026-04-17T03:50:25.412Z
23369,MULTISPECIES: redoxin NrdH,0.12066075950860977,23370,completed,,unknown,,[],,,0,2026-04-17T03:50:25.829Z,2026-04-17T03:50:25.829Z
23370,"anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC, partial",0.12065994739532471,23371,completed,,unknown,,[],,,0,2026-04-17T03:50:26.247Z,2026-04-17T03:50:26.247Z
23371,UmoC family flagellar biogenesis regulator,0.12065571546554565,23372,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:26.635Z,2026-04-17T03:50:26.635Z
23372,hypothetical protein Rv2293c,0.12065564095973969,23373,completed,,unknown,,[],,,0,2026-04-17T03:50:27.051Z,2026-04-17T03:50:27.051Z
23373,ribonucleotide-diphosphate reductase subunit beta,0.12065166234970093,23374,completed,,unknown,,[],,,0,2026-04-17T03:50:27.458Z,2026-04-17T03:50:27.458Z
23374,sulfate/thiosulfate ABC transporter permease CysT,0.12065087258815765,23375,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:27.916Z,2026-04-17T03:50:27.916Z
23375,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,0.12064842134714127,23376,completed,,antibiotic_resistance,,[],,,0,2026-04-17T03:50:28.316Z,2026-04-17T03:50:28.316Z
23376,putative tRNA modification protein,0.12064429372549057,23377,completed,,unknown,,[],,,0,2026-04-17T03:50:28.749Z,2026-04-17T03:50:28.749Z
23377,hypothetical protein PA5180,0.12064244598150253,23378,completed,,unknown,,[],,,0,2026-04-17T03:50:29.141Z,2026-04-17T03:50:29.141Z
23378,flagellar capping protein FliD,0.12064028531312943,23379,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:29.533Z,2026-04-17T03:50:29.533Z
23379,substrate-binding and vWA domain-containing protein,0.12063805758953094,23380,completed,,unknown,,[],,,0,2026-04-17T03:50:32.979Z,2026-04-17T03:50:32.979Z
23380,rhizoferrin export MFS transporter,0.12063802033662796,23381,completed,,non_amr_transport,,[],,,0,2026-04-17T03:50:33.323Z,2026-04-17T03:50:33.323Z
23381,morphogenic membrane protein MmpA,0.12063798308372498,23382,completed,,unknown,,[],,,0,2026-04-17T03:50:33.720Z,2026-04-17T03:50:33.720Z
23382,hypothetical protein SF1334,0.12063595652580261,23383,completed,,unknown,,[],,,0,2026-04-17T03:50:34.115Z,2026-04-17T03:50:34.115Z
23383,PAP2 bacterial acid phosphatase,0.12063279002904892,23384,completed,,unknown,,[],,,0,2026-04-17T03:50:34.526Z,2026-04-17T03:50:34.526Z
23384,succinylornithine transaminase,0.12062980234622955,23385,completed,,unknown,,[],,,0,2026-04-17T03:50:34.926Z,2026-04-17T03:50:34.926Z
23385,type VII secretion system ESX-5 target PPE25,0.12062913179397583,23386,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:35.354Z,2026-04-17T03:50:35.354Z
23386,MULTISPECIES: isochorismate pyruvate-lyase,0.12062875181436539,23387,completed,,unknown,,[],,,0,2026-04-17T03:50:35.745Z,2026-04-17T03:50:35.745Z
23387,exosortase J,0.12062712013721466,23388,completed,,unknown,,[],,,0,2026-04-17T03:50:36.168Z,2026-04-17T03:50:36.168Z
23388,ribosomal protein S9,0.12062675505876541,23389,completed,,unknown,,[],,,0,2026-04-17T03:50:36.561Z,2026-04-17T03:50:36.561Z
23389,MULTISPECIES: RHS repeat-associated core domain-containing protein,0.1206265240907669,23390,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:37.022Z,2026-04-17T03:50:37.022Z
23390,hypothetical protein PA1037,0.12062225490808487,23391,completed,,unknown,,[],,,0,2026-04-17T03:50:37.420Z,2026-04-17T03:50:37.420Z
23391,small-conductance mechanosensitive channel mcsS,0.12062148749828339,23392,completed,,unknown,,[],,,0,2026-04-17T03:50:37.850Z,2026-04-17T03:50:37.850Z
23392,MULTISPECIES: STY1053 family phage-associated protein,0.12062093615531921,23393,completed,,unknown,,[],,,0,2026-04-17T03:50:38.242Z,2026-04-17T03:50:38.243Z
23393,MULTISPECIES: type I-F CRISPR-associated protein Csy3,0.12061967700719833,23394,completed,,unknown,,[],,,0,2026-04-17T03:50:38.643Z,2026-04-17T03:50:38.643Z
23394,curli assembly protein CsgE,0.120619036257267,23395,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:41.792Z,2026-04-17T03:50:41.792Z
23395,type III secretion system effector YopM,0.12061849981546402,23396,completed,,non_amr_virulence,,[],,,0,2026-04-17T03:50:42.134Z,2026-04-17T03:50:42.134Z
23396,hypothetical protein SF4150,0.12061721086502075,23397,completed,,unknown,,[],,,0,2026-04-17T03:50:42.543Z,2026-04-17T03:50:42.543Z
23397,hypothetical protein PA1746,0.12061214447021484,23398,completed,,unknown,,[],,,0,2026-04-17T03:50:42.970Z,2026-04-17T03:50:42.970Z
23398,"cyclic beta-(1,2)-glucan synthase",0.12060994654893875,23399,completed,,unknown,,[],,,0,2026-04-17T03:50:43.359Z,2026-04-17T03:50:43.359Z
23399,hypothetical protein SF3465,0.1206095963716507,23400,completed,,unknown,,[],,,0,2026-04-17T03:50:43.796Z,2026-04-17T03:50:43.796Z
23400,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,0.1206078827381134,23401,completed,,unknown,,[],,,0,2026-04-17T03:50:44.170Z,2026-04-17T03:50:44.170Z
23401,ATP synthase subunit b 3,0.12060419470071793,23402,completed,,unknown,,[],,,0,2026-04-17T03:50:44.614Z,2026-04-17T03:50:44.614Z
23402,hypothetical protein SF0413,0.12060221284627914,23403,completed,,unknown,,[],,,0,2026-04-17T03:50:45.013Z,2026-04-17T03:50:45.013Z
23403,"lysine 5,6-aminomutase reactivase subunit KamB, partial",0.12060096114873886,23404,completed,,unknown,,[],,,0,2026-04-17T03:50:45.446Z,2026-04-17T03:50:45.446Z
23404,BSD domain-containing protein,0.12060016393661499,23405,completed,,unknown,,[],,,0,2026-04-17T03:50:45.832Z,2026-04-17T03:50:45.832Z
23405,hypothetical protein lmo1240,0.12059842050075531,23406,completed,,unknown,,[],,,0,2026-04-17T03:50:46.257Z,2026-04-17T03:50:46.257Z
